Price,Adj Close,Close,High,Low,Open,Volume,Body_Size,Upper_Wick,Lower_Wick,Candle_Type,Doji,Hammer,Inverted Hammer,Shooting Star,Engulfing,Morning Star,Evening Star,Dragonfly Doji,Gravestone Doji,Marubozu,Spinning Top,RSI_14,SMA_10,SMA_50,EMA_10,EMA_50,Upper_Band,Middle_Band,Lower_Band,ATR_14,STDDEV_14,MACD,MACD_Signal,ROC
2023-03-21 14:30:00+00:00,3984.419921875,3984.419921875,3988.1201171875,3974.280029296875,3979.639892578125,350901875.0,4.780029296875,3.7001953125,5.35986328125,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.915591074959835,3949.808984375,3908.6517919921876,3953.9867218287195,3908.6517919921876,3983.0286176269915,3941.583984375,3900.1393511230085,24.80982666066475,21.725534710978238,16.63524333054147,13.105681375140858,0.01574960511000936
2023-03-21 15:30:00+00:00,3980.800048828125,3980.800048828125,3987.93994140625,3971.18994140625,3984.389892578125,292775648.0,3.58984375,3.550048828125,9.610107421875,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.71338643387217,3956.2419921875,3909.743193359375,3958.8618721922476,3911.4811353975183,3987.684908787842,3943.019982910156,3898.3550570324705,24.234124756331557,23.30261598211972,17.79843996030604,14.044233092173894,0.016425525691813436
2023-03-21 16:30:00+00:00,3984.75,3984.75,3985.330078125,3976.31005859375,3980.60009765625,254735000.0,4.14990234375,0.580078125,4.2900390625,1,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,62.554212484441386,3960.8159912109377,3911.608193359375,3963.56880452093,3914.3544242054586,3993.101871184474,3944.880480957031,3896.659090729588,23.147402954540016,24.605611880103094,18.82204094650706,14.999794663040527,0.01161205229765247
2023-03-21 17:30:00+00:00,3985.7900390625,3985.7900390625,3989.0400390625,3977.909912109375,3984.77001953125,267246000.0,1.02001953125,3.25,6.860107421875,1,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,62.78595657644478,3963.8179931640625,3914.08279296875,3967.6090289830336,3917.155820866519,3997.1962943582316,3946.151477050781,3895.1066597433305,22.289026097296084,23.138991214911705,19.492477417074497,15.898331213847321,0.0075889193211508554
2023-03-21 18:30:00+00:00,3997.659912109375,3997.659912109375,4000.159912109375,3984.47998046875,3985.81005859375,305083000.0,11.849853515625,2.5,1.330078125,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.41655785016148,3970.2949951171877,3916.902392578125,3973.0728259150956,3920.3128440525134,4003.592008964671,3948.048974609375,3892.5059402540787,21.816947921819576,23.670791986173292,20.742496120921714,16.8671641952622,0.016468810798257905
2023-03-21 19:30:00+00:00,4002.409912109375,4002.409912109375,4009.080078125,3995.8798828125,3997.6201171875,407684000.0,4.789794921875,6.670166015625,1.740234375,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.43894638719149,3975.6669921875,3919.534189453125,3978.406841586783,3923.5323369174885,4011.2384270573793,3951.8189697265625,3892.3995123957457,21.201465592582462,22.572795930470257,21.864391161019284,17.866609588413617,0.013604504658573843
2023-03-22 13:30:00+00:00,4013.030029296875,4013.030029296875,4013.429931640625,3995.699951171875,4002.0400390625,0.0,10.989990234375,0.39990234375,6.340087890625,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.66912986280565,3982.4570068359376,3922.56119140625,3984.701966624981,3927.042050344131,4018.9089371506643,3956.9209716796877,3894.933006208711,20.95350236945157,24.097957284909576,23.341390741169562,18.961565818964807,0.017211130812243042
2023-03-22 14:30:00+00:00,4003.860107421875,4003.860107421875,4014.110107421875,3999.820068359375,4012.8798828125,260773851.0,9.019775390625,1.230224609375,4.0400390625,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.67291826997888,3988.316015625,3925.7833935546873,3988.185264951689,3930.054523170709,4024.0683384339222,3960.994482421875,3897.920626409828,20.477540704669316,24.961332830020694,23.50108165021993,19.869468985215832,0.014850716833213427
2023-03-22 15:30:00+00:00,3997.77001953125,3997.77001953125,4006.719970703125,3996.409912109375,4003.860107421875,225866968.0,6.090087890625,2.85986328125,1.360107421875,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.08862623007568,3993.010009765625,3927.745595703125,3989.9279476025185,3932.710032831907,4027.328272829794,3964.6639892578123,3901.9997056858306,19.751291982460796,22.551296077719666,22.87255803896778,20.47008679596622,0.011881032714149765
2023-03-22 16:30:00+00:00,3997.14990234375,3997.14990234375,3998.64990234375,3989.18994140625,3997.739990234375,190775531.0,0.590087890625,0.909912109375,7.9599609375,0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,-100.0,61.8177522848384,3994.7639892578127,3930.04439453125,3991.2410302827425,3935.2370865382536,4027.323152851366,3969.1974853515626,3911.071817851759,19.01619690782074,21.155501813685564,22.070001040391617,20.7900696448513,0.004407415412169075
